"Publications at Dec 2021, taken from Microsoft Research site",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,,,,
6,,hammond1991profiling,"Hammond, K.; Jones, S.L. Peyton; Peyton Jones, Simon",Profiling scheduling strategies on the GRIP parallel reducer,,,,August,,1991,,,https://www.microsoft.com/en-us/research/publication/profiling-scheduling-strategies-on-the-grip-parallel-reducer/,"Proc 1992 Workshop on Parallel Implementations of Functional Languages, Aachen",,"Proc 1992 Workshop on Parallel Implementations of Functional Languages, Aachen",,,,,,,,,,"It is widely claimed that functional languages are particularly suitable for programming parallel computers. A claimed advantage is that the programmer is not burdened with details of task creation, placement, scheduling, and synchronisation, these decisions being taken by the system instead. Leaving aside the question of whether a pure functional language is expressive enough to encompass all the parallel algorithms we might wish to program, there remains the question of how effectively the compiler and run-time system map the program onto a real parallel system, a task usually carried out mostly by the programmer. This is the question we address in this paper.  We first introduce the system architecture of GRIP, a shared-memory parallel machine supporting an implementation of the functional language Haskell. GRIP executes functional programs in parallel using compiled supercombinator graph reduction, a form of declarative rule system.  We then describe several strategies for run-time resource control which we have tried, presenting comprehensive measurements of their effectiveness. We are particularly concerned with strategies controlling task creation, in order to improve task granularity and minimise communication overheads. This is, so far as we know, one of the first attempts to make a systematic study of task-control strategies in a high-performance parallel functional-language system. GRIP's high absolute performance render these results credible for real applications.",,,,,,,,
6,,hammond1994type,"Hammond, K.; Jones, S.L. Peyton; Wadler, P. L.; Hall, C. V.; Peyton Jones, Simon",Type classes in Haskell,,18,,April,241-256,1994,,,https://www.microsoft.com/en-us/research/publication/type-classes-in-haskell/,"ACM Transactions on Programming Languages and Systems, European Symposium on Programming (ESOP'94)",,"ACM Transactions on Programming Languages and Systems, European Symposium on Programming (ESOP'94)",,,Springer Verlag LNCS 788,,,,,,,"This paper defines a set of type inference rules for resolving overloading introducted by type classes. Programs including type classes are transformed into ones which may be typed by the Hindley-Milner inference rules. In contrast to an other work on type classes, the rules presented here relate directly to user programs. An innovative aspect of this work in the use of second-order lambda calculus to record type information in the program.",,,,,,,,
6,1-59593-080-9,harris2005composable,"Harris, Tim; Marlow, Simon; Peyton Jones, Simon",Composable memory transactions,,,,January,48-60,2005,,,https://www.microsoft.com/en-us/research/publication/composable-memory-transactions/,PPoPP '05: Proceedings of the tenth ACM SIGPLAN symposium on Principles and practice of parallel programming,,PPoPP '05: Proceedings of the tenth ACM SIGPLAN symposium on Principles and practice of parallel programming,,,ACM Press,,,,,,,"Writing concurrent programs is notoriously difﬁcult, and is of increasing practical importance. A particular source of concern is that even correctly-implemented concurrency abstractions cannot be composed together to form larger abstractions. In this paper we present a new concurrency model, based on transactional memory, that offers far richer composition. All the usual beneﬁts of transactional memory are present (e.g. freedom from deadlock), but in addition we describe new modular forms of blocking and choice that have been inaccessible in earlier work.",,,,,,,,
6,,harris2005haskell,"Harris, Tim; Marlow, Simon; Peyton Jones, Simon",Haskell on a Shared-Memory Multiprocessor,,,,September,49-61,2005,,,https://www.microsoft.com/en-us/research/publication/haskell-on-a-shared-memory-multiprocessor/,Haskell '05: Proceedings of the 2005 ACM SIGPLAN workshop on Haskell,,Haskell '05: Proceedings of the 2005 ACM SIGPLAN workshop on Haskell,,,,,,,,,,"Multi-core processors are coming, and we need ways to program them. The combination of purely-functional programming and explicit, monadic threads, communicating using transactional memory, looks like a particularly promising way to do so. This paper describes a full-scale implementation of shared-memory parallel Haskell, based on the Glasgow Haskell Compiler. Our main technical contribution is a lock-free mechanism for evaluating shared thunks that eliminates the major performance bottleneck in parallel evaluation of a lazy language. Our results are preliminary but promising: we can demonstrate wall-clock speedups of a serious application (GHC itself), even with only two processors, compared to the same application compiled for a uni-processor.",,,,,,,,
6,,harris2006lock,"Harris, Tim; Marlow, Simon; Peyton Jones, Simon; Singh, Satnam",Lock Free Data Structures using STMs in Haskell,,,,April,,2006,,,https://www.microsoft.com/en-us/research/publication/lock-free-data-structures-using-stms-in-haskell/,"FLOPS '06: Proceedings of the Eighth International Symposium on Functional and Logic Programming, to appear",,"FLOPS '06: Proceedings of the Eighth International Symposium on Functional and Logic Programming, to appear",,,,,,,,,,This paper explores the feasibility of re-expressing concurrent algorithms with explicit locks in terms of lock free code written using Haskell’s implementation of software transactional memory. Experimental results are presented which show that for multi-processor systems the simpler lock free implementations offer superior performance when compared to their corresponding lock based implementations.,,,,,,,,
6,,harris2006transactional,"Harris, Tim; Peyton Jones, Simon",Transactional memory with data invariants,,,,June,,2006,,,https://www.microsoft.com/en-us/research/publication/transactional-memory-data-invariants/,"First ACM SIGPLAN Workshop on Languages, Compilers, and Hardware Support for Transactional Computing (TRANSACT'06)",,"First ACM SIGPLAN Workshop on Languages, Compilers, and Hardware Support for Transactional Computing (TRANSACT'06)",,,,,,,,,,This paper introduces a mechanism for asserting invariants that are maintained by a program that uses atomic memory transactions. The idea is simple: a programmer writes check E where E is an expression that should be preserved by every atomic update for the remainder of the program's execution. We have extended STM Haskell to dynamically evaluate check statements atomically with the user's updates: the result is that we can identify precisely which update is the first one to break an invariant.,,,,,,,,
13,,hinze2000derivable,"Hinze, Ralf; Peyton Jones, Simon",Derivable type classes,,,NOTTCS-TR-00-1,September,,2000,,Proceedings of the Sixth Conference on Uncertainty in Artificial Intelligence (UAI1990),https://www.microsoft.com/en-us/research/publication/derivable-type-classes/,,,"Proceedings of the 2000 Haskell Workshop, Montreal",Technical Reports,,,,,,,,,"Generic programming allows you to write a function once, and use it many times at different types. A lot of good foundational work on generic programming has been done. The goal of this paper is to propose a practical way of supporting generic programming within the Haskell language, while going with the grain"" of the language.",,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 On the way, we came across a separate issue," concerning type-class overloading where higher kinds are involved. We propose a simple type-system extension to allow the programmer to write richer contexts than is currently possible.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,jay2008scrap,"Jay, Barry; Peyton Jones, Simon",Scrap your type applications,,,,July,,2008,,,https://www.microsoft.com/en-us/research/publication/scrap-your-type-applications/,Mathematics of Program Construction (MPC'08),,Mathematics of Program Construction (MPC'08),,,,,,,,,,"System F is ubiquitous in logic, theorem proving, language meta-theory, compiler intermediate languages, and elsewhere. Along with its type abstractions come type applications, but these often appear redundant. This redundancy is both distracting and costly for type-directed compilers.  We introduce System IF[], for implicit System F, in which many type applications can be made implicit. It supports decidable type checking and strong normalisation. Experiments with Haskell suggest that it could be used to reduce the amount of intermediate code in compilers that employ System F.  System IF constitutes a first foray into a new area in the design space of typed lambda calculi, that is both useful in practice and interesting in its own right.   ",,,,,,,,
